Tiempo_ms,Original,Demodulada
3.719999999999999973e-01,-1.873813145857262108e-01,-2.063054116554806638e-01
3.729999999999999982e-01,-1.253332335643026763e-01,-1.567805299400939212e-01
3.739999999999999991e-01,-6.279051952931570535e-02,-1.070192571235874246e-01
3.750000000000000000e-01,8.578717400397355716e-16,-5.681534341365722385e-02
3.760000000000000009e-01,6.279051952931033465e-02,-6.834779322157326885e-03
3.770000000000000018e-01,1.253332335643043971e-01,4.274166188325116689e-02
3.780000000000000027e-01,1.873813145857244067e-01,9.230460155758966889e-02
3.790000000000000036e-01,2.486898871648542397e-01,1.416649776397944649e-01
3.800000000000000044e-01,3.090169943749498938e-01,1.903755954598372047e-01
3.810000000000000053e-01,3.681245526846767535e-01,2.375703775729143263e-01
3.820000000000000062e-01,4.257792915650743804e-01,2.837059390622190258e-01
3.830000000000000071e-01,4.817536741017134916e-01,3.287673382924152787e-01
3.840000000000000080e-01,5.358267949789976559e-01,3.718916315335435985e-01
3.849999999999999534e-01,5.877852522924709167e-01,4.130668399544550895e-01
3.860000000000000098e-01,6.374239897486900785e-01,4.527427857589373383e-01
3.869999999999999551e-01,6.845471059286861726e-01,4.904674833641819998e-01
3.880000000000000115e-01,7.289686274214113304e-01,5.262645614399108496e-01
3.890000000000000124e-01,7.705132427757888092e-01,5.601050150958478691e-01
3.900000000000000133e-01,8.090169943749468962e-01,5.911529385190634756e-01
3.910000000000000142e-01,8.443279255020162966e-01,6.200492923170094484e-01
3.920000000000000151e-01,8.763066800438628068e-01,6.461525248286122958e-01
3.930000000000000160e-01,9.048270524660201319e-01,6.698745270284804931e-01
3.939999999999999614e-01,9.297764858882505701e-01,6.903576713367485240e-01
3.950000000000000178e-01,9.510565162951538642e-01,7.082513574831550418e-01
3.959999999999999631e-01,9.685831611286302989e-01,7.233425110006250769e-01
3.970000000000000195e-01,9.822872507286887211e-01,7.356439675247210541e-01
3.980000000000000204e-01,9.921147013144777649e-01,7.444731938478310607e-01
3.990000000000000213e-01,9.980267284282715590e-01,7.500761276002755329e-01
